fullname,username,count
android/platform_frameworks_base,Steve Block,16
android/platform_frameworks_base,Tsu Chiang Chuang,16
android/platform_frameworks_base,Adam Cohen,15
android/platform_frameworks_base,Marco Nelissen,15
android/platform_frameworks_base,aimitakeshi,15
android/platform_frameworks_base,Philip Milne,15
android/platform_frameworks_base,Eino-Ville Talvala,15
android/platform_frameworks_base,Ben Gruver,14
android/platform_frameworks_base,Xia Wang,14
android/platform_frameworks_base,Yao Chen,14
android/platform_frameworks_base,Sandeep Siddhartha,13
android/platform_frameworks_base,Wei-Ta Chen,13
android/platform_frameworks_base,Doug Felt,13
android/platform_frameworks_base,Yu Shan Emily Lau,13
android/platform_frameworks_base,Jesse Wilson,12
android/platform_frameworks_base,San Mehat,12
android/platform_frameworks_base,Chad Brubaker,12
android/platform_frameworks_base,Tao Bai,12
android/platform_frameworks_base,Ihab Awad,12
android/platform_frameworks_base,Jack Palevich,12
android/platform_frameworks_base,Raph Levien,11
android/platform_frameworks_base,Yohei Yukawa,11
android/platform_frameworks_base,Geremy Condra,11
android/platform_frameworks_base,James Dong,11
android/platform_frameworks_base,Jeff Hamilton,10
android/platform_frameworks_base,Jeff Tinker,10
android/platform_frameworks_base,Lorenzo Colitti,10
android/platform_frameworks_base,MÃ¥rten Kongstad,10
android/platform_frameworks_base,noda,10
android/platform_frameworks_base,Bjorn Bringert,10
android/platform_frameworks_base,Sailesh Nepal,10
android/platform_frameworks_base,Michael Wright,9
android/platform_frameworks_base,Stan Chesnutt,9
android/platform_frameworks_base,Dan Egnor,9
android/platform_frameworks_base,Glenn Kasten,9
android/platform_frameworks_base,Jae Seo,9
android/platform_frameworks_base,Jeff Davidson,9
android/platform_frameworks_base,Jesse Hall,8
android/platform_frameworks_base,Martin Wallgren,8
android/platform_frameworks_base,Omari Stephens,8
android/platform_frameworks_base,Brad Fitzpatrick,8
android/platform_frameworks_base,Chia-chi Yeh,8
android/platform_frameworks_base,Suchi Amalapurapu,8
android/platform_frameworks_base,Yang Li,8
android/platform_frameworks_base,John Hoford,7
android/platform_frameworks_base,Mike J. Chen,7
android/platform_frameworks_base,Brian Carlstrom,7
android/platform_frameworks_base,Thomas Tafertshofer,7
android/platform_frameworks_base,vandwalle,7
android/platform_frameworks_base,Jonathan Dixon,6
android/platform_frameworks_base,Justin Ho,6
android/platform_frameworks_base,Lajos Molnar,6
android/platform_frameworks_base,Anonymous Coward,6
android/platform_frameworks_base,Scott Main,6
android/platform_frameworks_base,Stephen Hines,6
android/platform_frameworks_base,Colin Cross,6
android/platform_frameworks_base,Vinit Deshapnde,6
android/platform_frameworks_base,Derek Sollenberger,6
android/platform_frameworks_base,Zhijun He,6
android/platform_frameworks_base,Ganesh Ganapathi Batta,6
android/platform_frameworks_base,Laurent Tu,5
android/platform_frameworks_base,Santos Cordon,5
android/platform_frameworks_base,Wonsik Kim,5
android/platform_frameworks_base,Doug Zongker,5
android/platform_frameworks_base,Yuncheol Heo,5
android/platform_frameworks_base,Eric Rowe,5
android/platform_frameworks_base,Huahui Wu,5
android/platform_frameworks_base,Jason Noguchi,5
android/platform_frameworks_base,Joseph Wen,4
android/platform_frameworks_base,Leon Scroggins,4
android/platform_frameworks_base,Nick Kralevich,4
android/platform_frameworks_base,Antonio MariÌ�n Cerezuela,4
android/platform_frameworks_base,Paul Jensen,4
android/platform_frameworks_base,Przemyslaw Szczepaniak,4
android/platform_frameworks_base,Sol Boucher,4
android/platform_frameworks_base,Sreeram Ramachandran,4
android/platform_frameworks_base,Christoph Studer,4
android/platform_frameworks_base,Tim Murray,4
android/platform_frameworks_base,Elliott Hughes,4
android/platform_frameworks_base,Alon Albert,3
android/platform_frameworks_base,Andres Morales,3
android/platform_frameworks_base,Andrew Lee,3
android/platform_frameworks_base,Nicolas Prevot,3
android/platform_frameworks_base,Paul McLean,3
android/platform_frameworks_base,Ray Chen,3
android/platform_frameworks_base,Ben Murdoch,3
android/platform_frameworks_base,Brian Colonna,3
android/platform_frameworks_base,Selim Gurun,3
android/platform_frameworks_base,Chong Zhang,3
android/platform_frameworks_base,Tammo Spalink,3
android/platform_frameworks_base,Daisuke Miyakawa,3
android/platform_frameworks_base,Dave Sparks,3
android/platform_frameworks_base,Valentin Kravtsov,3
android/platform_frameworks_base,David Christie,3
android/platform_frameworks_base,dcashman,3
android/platform_frameworks_base,Dongwon Kang,3
android/platform_frameworks_base,Yorke Lee,3
android/platform_frameworks_base,Yuhao Zheng,3
android/platform_frameworks_base,Erik Gilling,3
android/platform_frameworks_base,Esteban Talavera,3
android/platform_frameworks_base,Guang Zhu,3
android/platform_frameworks_base,Hemant Gupta,3
android/platform_frameworks_base,Jaewan Kim,3
android/platform_frameworks_base,Jeff Hao,2
android/platform_frameworks_base,Jianing Wei,2
android/platform_frameworks_base,Joe Malin,2
android/platform_frameworks_base,Karl Rosaen,2
android/platform_frameworks_base,Adam Connors,2
android/platform_frameworks_base,Matthew Xie,2
android/platform_frameworks_base,Mattias Petersson,2
android/platform_frameworks_base,Michael Lentine,2
android/platform_frameworks_base,Mike LeBeau,2
android/platform_frameworks_base,Neil Fuller,2
android/platform_frameworks_base,Nicolas Catania,2
android/platform_frameworks_base,Oscar Montemayor,2
android/platform_frameworks_base,Aravind Akella,2
android/platform_frameworks_base,Barnaby James,2
android/platform_frameworks_base,Paul Soulos,2
android/platform_frameworks_base,Behdad Esfahbod,2
android/platform_frameworks_base,rich cannings,2
android/platform_frameworks_base,Benoit Goby,2
android/platform_frameworks_base,Robert Ly,2
android/platform_frameworks_base,Sander Alewijnse,2
android/platform_frameworks_base,Sascha Brawer,2
android/platform_frameworks_base,Shimeng (Simon) Wang,2
android/platform_frameworks_base,Stephen Smalley,2
android/platform_frameworks_base,Sungsoo Lim,2
android/platform_frameworks_base,TK MUN,2
android/platform_frameworks_base,Tobias Haamel,2
android/platform_frameworks_base,Todd Poynor,2
android/platform_frameworks_base,Tyler Gunn,2
android/platform_frameworks_base,David Hu,2
android/platform_frameworks_base,Wu-cheng Li,2
android/platform_frameworks_base,Xavier Ducrohet,2
android/platform_frameworks_base,Dima Zavin,2
android/platform_frameworks_base,Yigit Boyar,2
android/platform_frameworks_base,Yin-Chia Yeh,2
android/platform_frameworks_base,Ying Wang,2
android/platform_frameworks_base,Griff Hazen,2
android/platform_frameworks_base,Jack Wang,2
android/platform_frameworks_base,Jake Hamby,2
android/platform_frameworks_base,Jamie Gennis,2
android/platform_frameworks_base,Jiafa Liu,1
android/platform_frameworks_base,Joe Fernandez,1
android/platform_frameworks_base,Johannes Carlsson,1
android/platform_frameworks_base,JP Abgrall,1
android/platform_frameworks_base,Justin Koh,1
android/platform_frameworks_base,Kristian Monsen,1
android/platform_frameworks_base,Luca Zanolin,1
android/platform_frameworks_base,Martin Kosiba,1
android/platform_frameworks_base,Alexandra Gherghina,1
android/platform_frameworks_base,Alex Klyubin,1
android/platform_frameworks_base,Michael Kolb,1
android/platform_frameworks_base,Andreas Gampe,1
android/platform_frameworks_base,Mike Klein,1
android/platform_frameworks_base,Mindy Pereira,1
android/platform_frameworks_base,Andy Stadler,1
android/platform_frameworks_base,Anish Athalye,1
android/platform_frameworks_base,Niels Egberts,1
android/platform_frameworks_base,Patrick Scott,1
android/platform_frameworks_base,Prerepa Viswanadham,1
android/platform_frameworks_base,Robert Craig,1
android/platform_frameworks_base,Robert Phillips,1
android/platform_frameworks_base,Robert Shih,1
android/platform_frameworks_base,Bernd Holzhey,1
android/platform_frameworks_base,Bill Gruber,1
android/platform_frameworks_base,Russell Brenner,1
android/platform_frameworks_base,Sam Blitzstein,1
android/platform_frameworks_base,Sen Hu,1
android/platform_frameworks_base,Shaohan Zou,1
android/platform_frameworks_base,Shishir Agrawal,1
android/platform_frameworks_base,Siva Velusamy,1
android/platform_frameworks_base,Christopher Lane,1
android/platform_frameworks_base,Steve Howard,1
android/platform_frameworks_base,Chung-yih Wang,1
android/platform_frameworks_base,The Android Automerger,1
android/platform_frameworks_base,Tom O'Neill,1
android/platform_frameworks_base,Tom Taylor,1
android/platform_frameworks_base,Torne (Richard Coles),1
android/platform_frameworks_base,Dave Burke,1
android/platform_frameworks_base,Victoria Lease,1
android/platform_frameworks_base,Will Haldean Brown,1
android/platform_frameworks_base,Debashish Chatterjee,1
android/platform_frameworks_base,Yang Ni,1
android/platform_frameworks_base,Ye Wen,1
android/platform_frameworks_base,Dmitri Plotnikov,1
android/platform_frameworks_base,Yoshihiko Ikenaga,1
android/platform_frameworks_base,Zoltan Szatmary-Ban,1
android/platform_frameworks_base,Evan Millar,1
android/platform_frameworks_base,Ficus Kirkpatrick,1
android/platform_frameworks_base,fredc,1
android/platform_frameworks_base,Fredrik Helmer,1
android/platform_frameworks_base,Gabriel Peal,1
android/platform_frameworks_base,Gloria Wang,1
android/platform_frameworks_base,Grace Kloba,1
android/platform_frameworks_base,Henrik Baard,1
android/platform_frameworks_base,Herb Jellinek,1
android/platform_frameworks_base,Hui Lu,1
android/platform_frameworks_base,Iain Merrick,1
android/platform_frameworks_base,Ignacio Solla,1
android/platform_frameworks_base,Isaac Katzenelson,1
android/platform_frameworks_base,Isaac Levy,1
android/platform_frameworks_base,Jacek Surazski,1
android/platform_frameworks_base,Jason Gerecke,1
android/platform_frameworks_base,Jason parks,1
ansible/ansible,James Cammarata,183
ansible/ansible,Michael DeHaan,54
ansible/ansible,Toshio Kuratomi,27
ansible/ansible,James Tanner,11
ansible/ansible,Chris Church,9
ansible/ansible,Daniel Hokka Zakrisson,9
ansible/ansible,Jan-Piet Mens,6
ansible/ansible,Richard C Isaacson,6
ansible/ansible,Brian Coca,5
ansible/ansible,Matt Martz,5
ansible/ansible,willthames,4
ansible/ansible,Chris Conway,3
ansible/ansible,Dag Wieers,3
ansible/ansible,Jeroen Hoekx,3
ansible/ansible,Michael Scherer,3
ansible/ansible,Serge van Ginderachter,3
ansible/ansible,Monty Taylor,2
ansible/ansible,root,2
ansible/ansible,Seth Vidal,2
ansible/ansible,Steve Gargan,2
ansible/ansible,Tim Bielawa,2
ansible/ansible,bennojoy,1
ansible/ansible,Bradley Young,1
ansible/ansible,Chin Fang,1
ansible/ansible,Dagobert Michelsen,1
ansible/ansible,Devin Bayer,1
ansible/ansible,Dylan Martin,1
ansible/ansible,Franck Cuny,1
ansible/ansible,Henry Graham,1
ansible/ansible,James Laska,1
ansible/ansible,Javier Candeira,1
ansible/ansible,Jayson Vantuyl,1
ansible/ansible,Jharrod LaFon,1
ansible/ansible,Kent R. Spillner,1
ansible/ansible,Maciej Delmanowski,1
ansible/ansible,Matt Spaulding,1
ansible/ansible,Maykel Moya,1
ansible/ansible,Michel Blanc,1
ansible/ansible,Steven Dossett,1
ansible/ansible,Timothy Appnel,1
ansible/ansible,ZhiFeng Hu,1
apache/cassandra,Jonathan Ellis,521
apache/cassandra,Sylvain Lebresne,292
apache/cassandra,Yuki Morishita,95
apache/cassandra,Brandon Williams,66
apache/cassandra,Aleksey Yeschenko,52
apache/cassandra,blerer,41
apache/cassandra,Pavel Yaskevich,34
apache/cassandra,Eric Evans,26
apache/cassandra,Gary Dusbabek,25
apache/cassandra,Vijay Parthasarathy,22
apache/cassandra,Benedict Elliott Smith,18
apache/cassandra,Sam Tunnicliffe,18
apache/cassandra,Jake Luciani,16
apache/cassandra,belliottsmith,15
apache/cassandra,Tyler Hobbs,15
apache/cassandra,Robert Stupp,13
apache/cassandra,Dave Brosius,10
apache/cassandra,Marcus Eriksson,10
apache/cassandra,Benjamin Lerer,6
apache/cassandra,Joshua McKenzie,6
apache/cassandra,Bjorn Hegerfors,3
apache/cassandra,Johan Oskarsson,3
apache/cassandra,Mikhail Stepura,3
apache/cassandra,Prashant Malik,3
apache/cassandra,Samuel Klock,3
apache/cassandra,Benedict,2
apache/cassandra,Branimir Lambov,2
apache/cassandra,Christian Spriegel,2
apache/cassandra,Jason Brown,2
apache/cassandra,Jimmy MÃ¥rdell,2
apache/cassandra,paul cannon,2
apache/cassandra,Carl Yeksigian,1
apache/cassandra,graham sanderson,1
apache/cassandra,Jacek Lewandowski,1
apache/cassandra,lantao yan,1
apache/cassandra,Peter Schuller,1
apache/cassandra,sankalp kohli,1
apache/cassandra,Viju Kothuvatiparambil,1
atom/atom-shell,Cheng Zhao,397
atom/atom-shell,Haojian Wu,9
atom/atom-shell,Yeechan Lu,2
bbatsov/rubocop,Bozhidar Batsov,161
bbatsov/rubocop,Jonas Arvidsson,130
bbatsov/rubocop,Yuji Nakayama,103
bbatsov/rubocop,Lee Dohm,83
bbatsov/rubocop,Nils Gemeinhardt,8
bbatsov/rubocop,Andrew Grimm,7
bbatsov/rubocop,Evgeni Dzhelyov,7
bbatsov/rubocop,David Davis,4
bbatsov/rubocop,dblock,4
bbatsov/rubocop,Frank Showalter,4
bbatsov/rubocop,Ian MacLeod,4
bbatsov/rubocop,Scott Albertson,3
bbatsov/rubocop,Steve Feldon,3
bbatsov/rubocop,Barun Singh,3
bbatsov/rubocop,Hannes TydÃ©n,3
bbatsov/rubocop,Ryan Rosenblum,2
bbatsov/rubocop,Stefan Kanev,2
bbatsov/rubocop,Victor Koronen,2
bbatsov/rubocop,yaroslav zemlyanuhin,2
bbatsov/rubocop,Blaine Schmeisser,2
bbatsov/rubocop,Hiroyuki Sato,2
bbatsov/rubocop,Jeff Carbonella,2
bbatsov/rubocop,Mindaugas MozÅ«ras,2
bbatsov/rubocop,Ryan Boland,1
bbatsov/rubocop,Skuli Oskarsson,1
bbatsov/rubocop,Benjamin Quorning,1
bbatsov/rubocop,Martin Englund,1
bbatsov/rubocop,Pete Hamilton,1
boto/boto,Mitch.Garnaat,135
boto/boto,Mitch Garnaat,99
boto/boto,James Saryerwinnie,59
boto/boto,Daniel Lindsley,55
boto/boto,kyleknap,54
boto/boto,Daniel G. Taylor,36
boto/boto,Aron Rosenberg,15
boto/boto,kopertop,15
boto/boto,Mike Schwartz,15
boto/boto,Michael Barrientos,11
boto/boto,rlotun,11
boto/boto,unknown,10
boto/boto,Andy Davidoff,8
boto/boto,Pascal Hakim,7
boto/boto,Thomas O'Dowd,6
boto/boto,Thomas Parslow,6
boto/boto,Jeff Terrace,5
boto/boto,Chris Moyer,4
boto/boto,David Arthur,4
boto/boto,eckamm,4
boto/boto,jnovatnack,4
boto/boto,pingwin,4
boto/boto,Christoph Kern,3
boto/boto,dkavanagh,3
boto/boto,Jim Browne,3
boto/boto,Michael Gimbel,3
boto/boto,Shawn Smith,3
boto/boto,anseljh,2
boto/boto,Chris Huegle,2
boto/boto,Eduardo S. Klein,2
boto/boto,Franc Carter,2
boto/boto,Greg Taylor,2
boto/boto,Harry Marr,2
boto/boto,Hunter Blanks,2
boto/boto,Matt Millar,2
boto/boto,Mitchell Hashimoto,2
boto/boto,Petr Novodvorskiy,2
boto/boto,robert.leftwich,2
boto/boto,walsh159,2
boto/boto,Yaniv Ovadia,2
boto/boto,Andersen Yang,1
boto/boto,Bertrand Janin,1
boto/boto,Brian Beach,1
boto/boto,Bruce Pennypacker,1
boto/boto,captainkrtek,1
boto/boto,Charlie Schluting,1
boto/boto,Dennis McRitchie,1
boto/boto,dialt0ne,1
boto/boto,Felix Yan,1
boto/boto,George Goh,1
boto/boto,Gerd Zellweger,1
boto/boto,James Martin,1
boto/boto,Jeremy Thurgood,1
boto/boto,Jonathan Drosdeck,1
boto/boto,Juan Font,1
boto/boto,jumping,1
boto/boto,Justin Riley,1
boto/boto,Luca Bruno,1
boto/boto,Lucas Hrabovsky,1
boto/boto,Michael Barrett,1
boto/boto,Mike Milner,1
boto/boto,Patrick Stegmann,1
boto/boto,Paul Graydon,1
boto/boto,Robert Mela,1
boto/boto,Roberto Gaiser,1
boto/boto,Rohit Agarwal,1
boto/boto,Sever BÄƒneÅŸiu,1
boto/boto,Simon Ratner,1
boto/boto,spenczar,1
boto/boto,Stefan Praszalowicz,1
boto/boto,Steven Arcangeli,1
boto/boto,sukrit007,1
boto/boto,Thejaswi Puthraya,1
boto/boto,Zhihong Yao,1
bumptech/glide,Sam Judd,362
bumptech/glide,Robert Papp,4
bumptech/glide,david,2
bumptech/glide,Pavlos-Petros Tournaris,2
bumptech/glide,Ozzie Fallick,1
bundler/bundler,Andre Arko,84
bundler/bundler,Carl Lerche,24
bundler/bundler,Terence Lee,21
bundler/bundler,Smit Shah,16
bundler/bundler,Carlhuda,12
bundler/bundler,Tim Moore,5
bundler/bundler,Joshua Hull,4
bundler/bundler,dbloete,2
bundler/bundler,Jacques Crocker,2
bundler/bundler,Kir Shatrov,2
bundler/bundler,schneems,2
bundler/bundler,wycats,2
bundler/bundler,Ashish Dixit,1
bundler/bundler,Ash Wilson,1
bundler/bundler,Bryan Woods,1
bundler/bundler,Chris Continanza,1
bundler/bundler,danielsdeleo,1
bundler/bundler,Dan Peterson,1
bundler/bundler,David Grayson,1
bundler/bundler,dblock,1
bundler/bundler,Gustav Munkby,1
bundler/bundler,Hemant Kumar,1
bundler/bundler,Jeremy Kemper,1
bundler/bundler,Joel Moss,1
bundler/bundler,Jonathan del Strother,1
bundler/bundler,Josef Å imÃ¡nek,1
bundler/bundler,joyicecloud,1
bundler/bundler,Keith Shook,1
bundler/bundler,Kevin Moore,1
bundler/bundler,Kohei Suzuki,1
bundler/bundler,Matt Burke,1
bundler/bundler,Piotr Sarnacki,1
bundler/bundler,Samuel E. Giddins,1
bundler/bundler,Simon Hengel,1
bundler/bundler,Tom Ward,1
bup/bup,Avery Pennarun,57
bup/bup,Rob Browning,48
bup/bup,Zoran Zaric,3
bup/bup,Brandon Low,2
bup/bup,Gabriel Filion,2
bup/bup,Joe Beda,2
bup/bup,David Roda,1
caskroom/homebrew-cask,Roland Walker,1459
caskroom/homebrew-cask,VÃ­tor GalvÃ£o,76
caskroom/homebrew-cask,phinze,64
caskroom/homebrew-cask,Vincent Klaiber,53
caskroom/homebrew-cask,ndr,32
caskroom/homebrew-cask,Caleb Xu,31
caskroom/homebrew-cask,Herb,30
caskroom/homebrew-cask,Josh Hagins,17
caskroom/homebrew-cask,Radek Simko,13
caskroom/homebrew-cask,Fernando Paredes,13
caskroom/homebrew-cask,Joel Kuzmarski,12
caskroom/homebrew-cask,Richard Lee,10
caskroom/homebrew-cask,Jussi Tuominen,10
caskroom/homebrew-cask,Lee Hanxue,10
caskroom/homebrew-cask,Paul Hinze,10
caskroom/homebrew-cask,xyb,9
caskroom/homebrew-cask,Johnathan Conley,9
caskroom/homebrew-cask,Eugene San (eugenesan),8
caskroom/homebrew-cask,Lucas Garron,8
caskroom/homebrew-cask,mAAdhaTTah,8
caskroom/homebrew-cask,Yegor Timoschenko,7
caskroom/homebrew-cask,Den Patin,7
caskroom/homebrew-cask,dwihn0r,7
caskroom/homebrew-cask,Shaun Jackman,6
caskroom/homebrew-cask,Falko Richter,6
caskroom/homebrew-cask,Beng Hee Eu,5
caskroom/homebrew-cask,Jeff Wallace,5
caskroom/homebrew-cask,John Britton,5
caskroom/homebrew-cask,Kirill Korolyov,5
